number of parameters in ctrlfnet: 59442525
Ctrl-F-Mini: Loading weights from: model/ctrlfnet_mini_phoc_iiit_hws.pt
[iter   200] eo: 0.01974 | e: 1.29759 | total_loss: 1.31733 | 
[iter   400] eo: 0.01429 | e: 0.92081 | total_loss: 0.93509 | 
Extract Features
mAP_eval -> postprocessing
mAP = 1.00 (dates)
mAP = 1.00 (day)
mAP = 1.00 (days)
mAP = 0.21 (december)
mAP = 1.00 (deficiences)
mAP = 1.00 (demanded)
mAP = 0.00 (department)
mAP = 1.00 (descended)
mAP = 1.00 (descrip)
mAP = 1.00 (design)
mAP = 1.00 (desire)
mAP = 0.92 (desired)
mAP = 1.00 (despatches)
mAP = 0.03 (deviation)
mAP = 1.00 (diameter)
mAP = 1.00 (diately)
mAP = 1.00 (differ)
mAP = 1.00 (different)
mAP = 1.00 (digging)
mAP = 1.00 (direct)
mAP = 1.00 (directed)
mAP = 1.00 (directions)
mAP = 0.25 (directors)
mAP = 1.00 (dis)
mAP = 0.00 (disburse)
mAP = 1.00 (disbursed)
mAP = 1.00 (disbursement)
mAP = 1.00 (discontinued)
mAP = 0.50 (dispatched)
mAP = 1.00 (dissolved)
mAP = 0.83 (do)
mAP = 1.00 (doctor)
mAP = 1.00 (down)
mAP = 0.52 (dr)
mAP = 1.00 (drawn)
mAP = 0.00 (due)
mAP = 0.04 (dukhun)
mAP = 1.00 (duty)
mAP = 1.00 (each)
mAP = 1.00 (edges)
mAP = 1.00 (effect)
mAP = 1.00 (election)
mAP = 0.20 (employ)
mAP = 1.00 (enable)
mAP = 1.00 (enabled)
mAP = 1.00 (enclosing)
mAP = 1.00 (enclosures)
mAP = 1.00 (encouragement)
mAP = 1.00 (endeavour)
mAP = 1.00 (endeavoured)
mAP = 0.50 (engage)
mAP = 0.12 (english)
mAP = 1.00 (ensuing)
mAP = 0.56 (entered)
mAP = 1.00 (entertaining)
mAP = 1.00 (entirely)
mAP = 1.00 (especially)
mAP = 0.00 (esqr)
mAP = 1.00 (establishment)
mAP = 0.17 (estabts)
mAP = 1.00 (estimate)
mAP = 1.00 (even)
mAP = 0.67 (every)
mAP = 0.06 (examining)
mAP = 0.58 (except)
mAP = 0.87 (expence)
mAP = 0.50 (expences)
mAP = 1.00 (expended)
mAP = 1.00 (expenditure)
mAP = 0.50 (expense)
mAP = 0.50 (expenses)
mAP = 1.00 (experience)
mAP = 0.02 (explanation)
mAP = 1.00 (extended)
mAP = 0.00 (extract)
mAP = 1.00 (extraordinary)
mAP = 0.01 (falconer)
mAP = 1.00 (fall)
mAP = 0.00 (far)
mAP = 0.00 (feet)
mAP = 0.08 (ferred)
mAP = 1.00 (fifth)
mAP = 0.50 (finishing)
mAP = 1.00 (first)
mAP = 0.06 (fixed)
mAP = 0.67 (following)
mAP = 0.52 (for)
mAP = 1.00 (former)
mAP = 1.00 (formerly)
mAP = 1.00 (forming)
mAP = 0.06 (fort)
mAP = 1.00 (found)
mAP = 1.00 (fourth)
mAP = 1.00 (frequently)
mAP = 0.26 (from)
mAP = 1.00 (furnish)
mAP = 0.56 (garden)
mAP = 0.50 (gardens)
mAP = 1.00 (gardiner)
mAP = 1.00 (gardiners)
mAP = 1.00 (garrison)
mAP = 1.00 (gaul)
mAP = 1.00 (general)
mAP = 1.00 (generally)
mAP = 0.10 (george)
mAP = 0.67 (gibson)
mAP = 0.50 (give)
mAP = 0.07 (given)
mAP = 1.00 (gonga)
mAP = 0.00 (government)
mAP = 1.00 (governor)
mAP = 1.00 (govt)
mAP = 1.00 (granted)
mAP = 0.45 (great)
mAP = 1.00 (ground)
mAP = 0.04 (had)
mAP = 1.00 (hands)
mAP = 0.69 (has)
mAP = 0.92 (have)
mAP = 0.17 (he)
mAP = 1.00 (height)
mAP = 1.00 (here)
mAP = 0.67 (hills)
mAP = 0.33 (him)
mAP = 0.50 (himself)
mAP = 0.81 (his)
mAP = 1.00 (hitherto)
mAP = 1.00 (honble)
mAP = 0.50 (honor)
mAP = 0.01 (honored)
mAP = 1.00 (horticultural)
mAP = 1.00 (house)
mAP = 0.08 (however)
mAP = 0.28 (i)
mAP = 1.00 (ihave)
mAP = 1.00 (imagined)
mAP = 0.00 (imme)
mAP = 1.00 (improvements)
mAP = 0.22 (in)
mAP = 1.00 (includ)
mAP = 1.00 (incurred)
mAP = 1.00 (individual)
mAP = 0.07 (induce)
mAP = 1.00 (influences)
mAP = 1.00 (infor)
mAP = 0.50 (inform)
mAP = 1.00 (information)
mAP = 0.00 (ing)
mAP = 1.00 (instant)
mAP = 1.00 (instruct)
mAP = 1.00 (instuctions)
mAP = 0.02 (intendent)
mAP = 1.00 (intervals)
mAP = 0.87 (into)
mAP = 1.00 (introduced)
mAP = 0.38 (is)
mAP = 0.56 (it)
mAP = 0.40 (its)
mAP = 1.00 (journal)
mAP = 0.00 (journey)
mAP = 0.50 (july)
mAP = 0.06 (just)
mAP = 1.00 (justice)
mAP = 1.00 (kind)
mAP = 1.00 (kinds)
mAP = 0.50 (kistnama)
mAP = 1.00 (known)
mAP = 1.00 (koass)
mAP = 0.57 (large)
mAP = 1.00 (last)
mAP = 0.50 (lately)
mAP = 0.92 (lay)
mAP = 0.68 (letter)
mAP = 0.60 (letters)
mAP = 1.00 (level)
mAP = 0.08 (levelled)
mAP = 1.00 (levelling)
mAP = 1.00 (ling)
mAP = 1.00 (lists)
mAP = 1.00 (local)
mAP = 1.00 (longer)
mAP = 1.00 (lowther)
mAP = 0.25 (lowthers)
mAP = 1.00 (major)
mAP = 1.00 (make)
mAP = 0.00 (makes)
mAP = 1.00 (manner)
mAP = 0.83 (manure)
mAP = 1.00 (manuring)
mAP = 1.00 (many)
mAP = 0.22 (market)
mAP = 1.00 (master)
mAP = 0.55 (masulipatam)
mAP = 1.00 (mation)
mAP = 0.56 (may)
mAP = 0.00 (mb)
mAP = 1.00 (me)
mAP = 1.00 (medical)
mAP = 1.00 (medows)
mAP = 0.33 (memo)
mAP = 1.00 (mentioned)
mAP = 0.50 (ments)
mAP = 1.00 (might)
mAP = 0.01 (mile)
mAP = 1.00 (mitford)
mAP = 1.00 (money)
mAP = 1.00 (monsoon)
mAP = 0.70 (month)
mAP = 1.00 (monthly)
mAP = 1.00 (months)
mAP = 0.00 (more)
mAP = 0.51 (most)
mAP = 0.00 (mountain)
mAP = 1.00 (mountainous)
mAP = 1.00 (mounted)
mAP = 0.00 (mpag)
mAP = 0.48 (mr)
mAP = 0.00 (much)
mAP = 1.00 (must)
mAP = 1.00 (muster)
mAP = 0.50 (my)
mAP = 0.12 (n)
mAP = 1.00 (name)
mAP = 1.00 (named)
mAP = 1.00 (near)
mAP = 1.00 (necessary)
mAP = 1.00 (necessity)
mAP = 0.00 (need)
mAP = 1.00 (never)
mAP = 0.50 (new)
mAP = 0.03 (no)
mAP = 0.50 (nopal)
mAP = 0.63 (nopalry)
mAP = 1.00 (nopalryonly)
mAP = 0.95 (not)
mAP = 0.77 (november)
mAP = 0.00 (now)
mAP = 0.50 (object)
mAP = 1.00 (obliged)
mAP = 0.01 (observations)
mAP = 0.83 (observe)
mAP = 1.00 (occasioned)
mAP = 0.56 (occur)
mAP = 0.27 (october)
mAP = 0.58 (of)
mAP = 0.50 (off)
mAP = 1.00 (office)
mAP = 0.23 (on)
mAP = 1.00 (only)
mAP = 1.00 (operations)
mAP = 0.75 (or)
mAP = 0.36 (ordered)
mAP = 1.00 (orders)
mAP = 1.00 (original)
mAP = 1.00 (other)
mAP = 0.81 (our)
mAP = 0.83 (out)
mAP = 0.83 (over)
mAP = 0.05 (own)
mAP = 0.00 (p)
mAP = 0.87 (packages)
mAP = 0.87 (pagodas)
mAP = 1.00 (pakeley)
mAP = 1.00 (panies)
mAP = 1.00 (pany)
mAP = 1.00 (panying)
mAP = 0.00 (paras)
mAP = 1.00 (parcels)
mAP = 0.50 (part)
mAP = 1.00 (particular)
mAP = 1.00 (particularizing)
mAP = 0.50 (parties)
mAP = 1.00 (pass)
mAP = 0.50 (pay)
mAP = 1.00 (paymaster)
mAP = 0.25 (period)
mAP = 0.50 (permaul)
mAP = 1.00 (perpendicular)
mAP = 0.51 (petition)
mAP = 0.50 (place)
mAP = 1.00 (places)
mAP = 1.00 (plain)
mAP = 1.00 (plants)
mAP = 0.00 (plea)
mAP = 1.00 (pleased)
mAP = 1.00 (point)
mAP = 1.00 (portions)
mAP = 0.51 (post)
mAP = 1.00 (power)
mAP = 1.00 (present)
mAP = 1.00 (preservation)
mAP = 0.84 (president)
mAP = 1.00 (previous)
mAP = 1.00 (priotas)
mAP = 1.00 (probable)
mAP = 0.50 (produced)
mAP = 1.00 (proposed)
mAP = 1.00 (proposition)
mAP = 0.50 (purchase)
mAP = 1.00 (purposes)
mAP = 1.00 (quantities)
mAP = 0.00 (quantity)
mAP = 0.00 (r)
mAP = 1.00 (rain)
mAP = 1.00 (raised)
mAP = 1.00 (rajah)
mAP = 0.50 (ram)
mAP = 1.00 (raune)
mAP = 0.68 (read)
mAP = 0.02 (readiest)
mAP = 1.00 (readily)
mAP = 0.14 (ready)
mAP = 0.17 (receipt)
mAP = 0.12 (received)
mAP = 0.00 (recommended)
mAP = 1.00 (rectors)
mAP = 1.00 (reduced)
mAP = 0.01 (referred)
mAP = 1.00 (regarding)
mAP = 1.00 (regards)
mAP = 1.00 (regularly)
mAP = 0.00 (relative)
mAP = 0.00 (remunerating)
mAP = 0.50 (reply)
mAP = 1.00 (report)
mAP = 1.00 (reporting)
mAP = 0.07 (represented)
mAP = 0.75 (request)
mAP = 1.00 (requested)
mAP = 0.10 (requests)
mAP = 1.00 (required)
mAP = 1.00 (requisitions)
mAP = 1.00 (resolu)
mAP = 0.00 (resolutionthereon)
mAP = 1.00 (resolved)
mAP = 1.00 (respect)
mAP = 0.00 (rev)
mAP = 0.00 (revenue)
mAP = 0.00 (rial)
mAP = 1.00 (ridge)
mAP = 1.00 (river)
mAP = 0.17 (road)
mAP = 1.00 (rock)
mAP = 0.00 (rocks)
mAP = 1.00 (rolls)
mAP = 1.00 (runs)
mAP = 0.00 (ry)
mAP = 0.01 (ryots)
mAP = 1.00 (said)
mAP = 1.00 (sallaramunda)
mAP = 1.00 (satisfaction)
mAP = 1.00 (say)
mAP = 0.20 (scavengers)
mAP = 1.00 (seasons)
mAP = 1.00 (second)
mAP = 1.00 (secretary)
mAP = 1.00 (secretarys)
mAP = 0.25 (seeds)
mAP = 1.00 (selling)
mAP = 0.34 (senna)
mAP = 0.08 (sent)
mAP = 0.00 (septr)
mAP = 1.00 (serinagur)
mAP = 1.00 (servant)
mAP = 0.06 (servants)
mAP = 1.00 (several)
mAP = 1.00 (ship)
mAP = 1.00 (should)
mAP = 0.11 (shown)
mAP = 1.00 (since)
mAP = 1.00 (singhori)
mAP = 1.00 (sir)
mAP = 0.00 (so)
mAP = 1.00 (soil)
mAP = 1.00 (soon)
mAP = 1.00 (sorry)
mAP = 0.04 (sort)
mAP = 1.00 (specified)
mAP = 0.03 (speedy)
mAP = 1.00 (spent)
mAP = 0.29 (st)
mAP = 1.00 (state)
mAP = 1.00 (stating)
mAP = 1.00 (steamers)
mAP = 1.00 (steep)
mAP = 1.00 (stone)
mAP = 1.00 (storekeeper)
mAP = 1.00 (subject)
mAP = 1.00 (subjecting)
mAP = 0.50 (subjects)
mAP = 1.00 (subordinates)
mAP = 1.00 (successively)
mAP = 1.00 (such)
mAP = 1.00 (sufficient)
mAP = 1.00 (sums)
mAP = 1.00 (super)
mAP = 1.00 (superin)
mAP = 0.01 (superintendt)
mAP = 0.33 (supply)
mAP = 1.00 (sure)
mAP = 0.12 (suthea)
mAP = 0.00 (t)
mAP = 1.00 (take)
mAP = 0.00 (tanical)
mAP = 1.00 (taste)
mAP = 0.12 (tendent)
mAP = 1.00 (than)
mAP = 0.76 (that)
mAP = 0.89 (the)
mAP = 1.00 (their)
mAP = 1.00 (them)
mAP = 0.55 (then)
mAP = 1.00 (there)
mAP = 1.00 (therefore)
mAP = 0.67 (these)
mAP = 1.00 (they)
mAP = 1.00 (think)
mAP = 1.00 (third)
mAP = 1.00 (this)
mAP = 0.50 (those)
mAP = 1.00 (though)
mAP = 1.00 (three)
mAP = 0.33 (thro)
mAP = 0.52 (till)
mAP = 0.00 (time)
mAP = 0.09 (tion)
mAP = 0.00 (tivation)
mAP = 0.74 (to)
mAP = 1.00 (tract)
mAP = 1.00 (transaction)
mAP = 0.58 (transmit)
mAP = 1.00 (transmitted)
mAP = 1.00 (transport)
mAP = 1.00 (trichinopoly)
mAP = 0.17 (turn)
mAP = 1.00 (unable)
mAP = 1.00 (uncommonly)
mAP = 1.00 (under)
mAP = 1.00 (undermentioned)
mAP = 1.00 (undertake)
mAP = 0.50 (up)
mAP = 0.00 (us)
mAP = 1.00 (useful)
mAP = 1.00 (usual)
mAP = 0.00 (v)
mAP = 0.00 (v395051)
mAP = 0.00 (v484446)
mAP = 1.00 (valley)
mAP = 1.00 (vegetable)
mAP = 1.00 (very)
mAP = 1.00 (village)
mAP = 0.50 (vizagapatam)
mAP = 1.00 (wagon)
mAP = 0.50 (ward)
mAP = 0.21 (was)
mAP = 0.06 (wash)
mAP = 1.00 (washed)
mAP = 0.58 (water)
mAP = 1.00 (way)
mAP = 0.68 (we)
mAP = 0.81 (well)
mAP = 0.50 (wells)
mAP = 0.83 (were)
mAP = 0.81 (what)
mAP = 0.20 (whch)
mAP = 0.92 (when)
mAP = 0.50 (where)
mAP = 0.71 (which)
mAP = 1.00 (white)
mAP = 1.00 (whole)
mAP = 1.00 (whom)
mAP = 1.00 (widest)
mAP = 0.92 (will)
mAP = 0.00 (william)
mAP = 1.00 (willm)
mAP = 0.88 (with)
mAP = 1.00 (without)
mAP = 1.00 (wood)
mAP = 1.00 (works)
mAP = 0.00 (would)
mAP = 0.00 (year)
mAP = 0.07 (years)
mAP = 1.00 (yet)
mAP = 0.44 (you)
mAP = 0.36 (your)
--------------------------------
[val set iter 34000] QbE mAP: 67.9, QbS mAP: 66.1, recall: 83.3, 50% overlap
--------------------------------

[iter 34200] eo: 0.00079 | e: 0.07162 | total_loss: 0.07241 | 
[iter 34400] eo: 0.00080 | e: 0.06927 | total_loss: 0.07007 | 
Extract Features
mAP_eval -> postprocessing
mAP = 0.00 (extract)
mAP = 0.00 (125127)
mAP = 0.45 (of)
mAP = 1.00 (revenue)
mAP = 0.18 (letter)
mAP = 0.61 (to)
mAP = 0.84 (the)
mAP = 1.00 (honble)
mAP = 0.74 (court)
mAP = 0.55 (of)
mAP = 0.06 (directors)
mAP = 1.00 (dated)
mAP = 0.03 (20)
mAP = 0.86 (november)
mAP = 0.50 (no)
mAP = 1.00 (83)
mAP = 0.48 (of)
mAP = 0.03 (1843)
mAP = 0.67 (senna)
mAP = 0.00 (dukhun)
mAP = 0.07 (dr)
mAP = 0.01 (gibson)
mAP = 1.00 (super)
mAP = 1.00 (intendent)
mAP = 0.28 (of)
mAP = 0.00 (tanical)
mAP = 0.00 (gardens)
mAP = 0.01 (authorized)
mAP = 0.73 (to)
mAP = 0.50 (purchase)
mAP = 0.34 (senna)
mAP = 0.50 (produced)
mAP = 0.04 (in)
mAP = 0.86 (the)
mAP = 0.34 (dukhun)
mAP = 0.05 (to)
mAP = 0.00 (courage)
mAP = 0.04 (the)
mAP = 1.00 (cul)
mAP = 0.00 (tivation)
mAP = 1.00 (125)
mAP = 0.31 (dr)
mAP = 0.67 (gibson)
mAP = 0.78 (the)
mAP = 1.00 (superin)
mAP = 1.00 (tendent)
mAP = 0.52 (of)
mAP = 0.84 (the)
mAP = 0.00 (botanical)
mAP = 0.50 (gardens)
mAP = 1.00 (lately)
mAP = 1.00 (represented)
mAP = 0.72 (to)
mAP = 0.00 (us)
mAP = 0.83 (that)
mAP = 0.77 (as)
mAP = 0.86 (the)
mAP = 1.00 (descrip)
mAP = 0.51 (tion)
mAP = 0.57 (of)
mAP = 0.67 (senna)
mAP = 1.00 (raised)
mAP = 0.62 (by)
mAP = 1.00 (him)
mAP = 0.06 (had)
mAP = 0.17 (been)
mAP = 0.00 (much)
mAP = 0.25 (approved)
mAP = 0.54 (of)
mAP = 0.17 (in)
mAP = 0.85 (the)
mAP = 1.00 (english)
mAP = 0.51 (market)
mAP = 0.34 (its)
mAP = 1.00 (extended)
mAP = 0.38 (cultivation)
mAP = 1.00 (might)
mAP = 0.89 (be)
mAP = 0.55 (of)
mAP = 1.00 (adv)
mAP = 1.00 (antage)
mAP = 1.00 (especially)
mAP = 0.22 (in)
mAP = 0.88 (the)
mAP = 0.00 (comparatively)
mAP = 1.00 (barren)
mAP = 1.00 (portions)
mAP = 0.55 (of)
mAP = 0.85 (the)
mAP = 0.34 (dukhun)
mAP = 0.82 (the)
mAP = 1.00 (ryots)
mAP = 1.00 (however)
mAP = 1.00 (would)
mAP = 1.00 (need)
mAP = 0.85 (the)
mAP = 1.00 (encouragement)
mAP = 0.53 (of)
mAP = 0.54 (a)
mAP = 1.00 (speedy)
mAP = 0.89 (and)
mAP = 0.00 (remunerating)
mAP = 0.51 (market)
mAP = 0.72 (to)
mAP = 1.00 (induce)
mAP = 1.00 (them)
mAP = 0.73 (to)
mAP = 1.00 (undertake)
mAP = 0.60 (a)
mAP = 0.00 (new)
mAP = 0.67 (cultivation)
mAP = 0.90 (and)
mAP = 0.79 (as)
mAP = 0.86 (the)
mAP = 1.00 (medical)
mAP = 0.00 (department)
mAP = 1.00 (required)
mAP = 0.62 (a)
mAP = 1.00 (supply)
mAP = 0.19 (dr)
mAP = 0.67 (gibson)
mAP = 1.00 (proposed)
mAP = 0.83 (that)
mAP = 0.00 (government)
mAP = 1.00 (should)
mAP = 1.00 (engage)
mAP = 0.73 (to)
mAP = 0.50 (purchase)
mAP = 0.87 (the)
mAP = 1.00 (whole)
mAP = 0.00 (quantity)
mAP = 0.65 (which)
mAP = 0.81 (might)
mAP = 0.89 (be)
mAP = 0.50 (produced)
mAP = 0.52 (for)
mAP = 0.86 (the)
mAP = 0.61 (first)
mAP = 0.51 (three)
mAP = 1.00 (years)
mAP = 0.54 (before)
mAP = 1.00 (entertaining)
mAP = 0.87 (the)
mAP = 1.00 (proposition)
mAP = 1.00 (rev)
mAP = 1.00 (cons)
mAP = 0.00 (1843)
mAP = 0.00 (july)
mAP = 1.00 (v395051)
mAP = 0.50 (v484446)
mAP = 0.00 (septr)
mAP = 1.00 (v)
mAP = 1.00 (531517)
mAP = 0.47 (you)
mAP = 0.90 (will)
mAP = 1.00 (make)
mAP = 0.41 (your)
mAP = 0.50 (own)
mAP = 0.83 (arrangements)
mAP = 0.89 (with)
mAP = 0.86 (the)
mAP = 0.51 (post)
mAP = 1.00 (office)
mAP = 0.91 (and)
mAP = 1.00 (wagon)
mAP = 1.00 (estabts)
mAP = 0.87 (the)
mAP = 0.54 (post)
mAP = 1.00 (master)
mAP = 0.87 (general)
mAP = 0.85 (will)
mAP = 0.89 (be)
mAP = 0.72 (desired)
mAP = 0.73 (to)
mAP = 1.00 (instruct)
mAP = 0.77 (his)
mAP = 1.00 (subordinates)
mAP = 0.62 (to)
mAP = 0.17 (pay)
mAP = 0.05 (the)
mAP = 0.07 (readiest)
mAP = 1.00 (attention)
mAP = 0.71 (to)
mAP = 0.75 (all)
mAP = 0.31 (your)
mAP = 1.00 (requisitions)
mAP = 0.09 (at)
mAP = 1.00 (allahabad)
mAP = 0.86 (the)
mAP = 1.00 (commissioner)
mAP = 0.47 (mr)
mAP = 0.00 (r)
mAP = 1.00 (lowther)
mAP = 0.57 (has)
mAP = 0.92 (always)
mAP = 1.00 (shown)
mAP = 1.00 (himself)
mAP = 0.51 (most)
mAP = 1.00 (ready)
mAP = 0.63 (to)
mAP = 1.00 (assist)
mAP = 0.29 (in)
mAP = 0.85 (any)
mAP = 1.00 (transaction)
mAP = 0.57 (of)
mAP = 0.97 (this)
mAP = 1.00 (kind)
mAP = 0.92 (and)
mAP = 0.81 (his)
mAP = 1.00 (horticultural)
mAP = 1.00 (taste)
mAP = 0.79 (as)
mAP = 0.95 (well)
mAP = 0.67 (as)
mAP = 0.77 (his)
mAP = 1.00 (local)
mAP = 1.00 (experience)
mAP = 0.90 (and)
mAP = 1.00 (influences)
mAP = 1.00 (enable)
mAP = 1.00 (him)
mAP = 0.73 (to)
mAP = 1.00 (make)
mAP = 0.83 (his)
mAP = 1.00 (arrangements)
mAP = 0.85 (with)
mAP = 1.00 (effect)
mAP = 0.83 (the)
mAP = 1.00 (govt)
mAP = 0.57 (of)
mAP = 1.00 (bengal)
mAP = 0.87 (will)
mAP = 0.89 (be)
mAP = 1.00 (requested)
mAP = 0.50 (to)
mAP = 0.83 (instruct)
mAP = 0.86 (the)
mAP = 1.00 (commander)
mAP = 0.60 (of)
mAP = 0.88 (the)
mAP = 0.83 (river)
mAP = 1.00 (steamers)
mAP = 0.73 (to)
mAP = 0.50 (pay)
mAP = 0.56 (every)
mAP = 1.00 (attention)
mAP = 0.23 (in)
mAP = 0.86 (their)
mAP = 1.00 (power)
mAP = 0.73 (to)
mAP = 0.54 (mr)
mAP = 1.00 (lowthers)
mAP = 1.00 (instuctions)
mAP = 1.00 (regarding)
mAP = 0.88 (the)
mAP = 1.00 (transport)
mAP = 0.46 (of)
mAP = 0.63 (packages)
mAP = 0.60 (of)
mAP = 0.25 (seeds)
mAP = 0.75 (or)
mAP = 0.39 (of)
mAP = 1.00 (ward)
mAP = 1.00 (cases)
mAP = 1.00 (they)
mAP = 0.74 (will)
mAP = 0.50 (also)
mAP = 0.88 (be)
mAP = 1.00 (requested)
mAP = 0.73 (to)
mAP = 0.50 (place)
mAP = 0.86 (the)
mAP = 0.51 (of)
mAP = 0.86 (the)
mAP = 0.87 (packages)
mAP = 0.24 (on)
mAP = 0.89 (their)
mAP = 1.00 (arrival)
mAP = 0.23 (in)
mAP = 1.00 (calcutta)
mAP = 0.25 (in)
mAP = 0.87 (the)
mAP = 1.00 (hands)
mAP = 0.59 (of)
mAP = 0.52 (dr)
mAP = 1.00 (falconer)
mAP = 0.89 (with)
mAP = 1.00 (whom)
mAP = 0.76 (as)
mAP = 0.69 (well)
mAP = 0.48 (as)
mAP = 0.89 (with)
mAP = 0.28 (mr)
mAP = 1.00 (lowther)
mAP = 0.57 (you)
mAP = 1.00 (should)
mAP = 1.00 (correspond)
mAP = 1.00 (direct)
mAP = 1.00 (7th)
mAP = 0.08 (as)
mAP = 1.00 (soon)
mAP = 0.70 (as)
mAP = 0.88 (the)
mAP = 1.00 (seasons)
mAP = 1.00 (operations)
mAP = 0.32 (are)
mAP = 1.00 (closed)
mAP = 0.47 (you)
mAP = 0.92 (will)
mAP = 0.89 (be)
mAP = 1.00 (pleased)
mAP = 0.73 (to)
mAP = 1.00 (furnish)
mAP = 1.00 (lists)
mAP = 0.56 (of)
mAP = 0.85 (the)
mAP = 0.25 (seeds)
mAP = 0.92 (and)
mAP = 1.00 (plants)
mAP = 1.00 (whch)
mAP = 0.64 (you)
mAP = 0.92 (have)
mAP = 1.00 (dispatched)
mAP = 0.89 (with)
mAP = 0.86 (the)
mAP = 1.00 (dates)
mAP = 0.44 (of)
mAP = 1.00 (despatches)
mAP = 0.91 (and)
mAP = 0.88 (the)
mAP = 1.00 (name)
mAP = 0.60 (of)
mAP = 0.84 (the)
mAP = 1.00 (ship)
mAP = 0.64 (which)
mAP = 1.00 (carries)
mAP = 1.00 (each)
mAP = 0.63 (of)
mAP = 0.88 (the)
mAP = 0.87 (packages)
mAP = 1.00 (this)
mAP = 0.06 (3185)
mAP = 0.08 (fort)
mAP = 0.34 (st)
mAP = 0.04 (george)
mAP = 0.08 (december)
mAP = 0.25 (1791)
mAP = 0.35 (ordered)
mAP = 1.00 (agreed)
mAP = 0.83 (that)
mAP = 0.87 (the)
mAP = 1.00 (garrison)
mAP = 0.50 (storekeeper)
mAP = 0.89 (be)
mAP = 1.00 (directed)
mAP = 0.73 (to)
mAP = 1.00 (adjust)
mAP = 0.83 (the)
mAP = 1.00 (above)
mAP = 1.00 (mentioned)
mAP = 1.00 (extraordinary)
mAP = 1.00 (deficiences)
mAP = 0.00 (agree)
mAP = 1.00 (ably)
mAP = 0.73 (to)
mAP = 0.73 (his)
mAP = 0.70 (request)
mAP = 0.67 (read)
mAP = 0.86 (the)
mAP = 0.67 (following)
mAP = 0.67 (letter)
mAP = 0.37 (from)
mAP = 1.00 (doctor)
mAP = 0.86 (berry)
mAP = 0.89 (with)
mAP = 0.87 (the)
mAP = 0.69 (accounts)
mAP = 0.51 (accom)
mAP = 1.00 (panying)
mAP = 0.41 (it)
mAP = 0.56 (entered)
mAP = 0.34 (mb)
mAP = 0.41 (no)
mAP = 0.00 (1022)
mAP = 0.02 (to)
mAP = 0.00 (c)
mAP = 1.00 (n)
mAP = 1.00 (white)
mAP = 1.00 (esqr)
mAP = 1.00 (civil)
mAP = 1.00 (secretary)
mAP = 0.01 (letter)
mAP = 0.08 (from)
mAP = 0.33 (dr)
mAP = 0.61 (berry)
mAP = 1.00 (explanation)
mAP = 0.00 (relative)
mAP = 0.01 (to)
mAP = 0.81 (the)
mAP = 1.00 (companys)
mAP = 0.01 (nopal)
mAP = 0.00 (ry)
mAP = 1.00 (sir)
mAP = 0.25 (i)
mAP = 0.92 (have)
mAP = 0.47 (received)
mAP = 0.47 (your)
mAP = 0.68 (letter)
mAP = 0.64 (of)
mAP = 0.85 (the)
mAP = 1.00 (26h)
mAP = 1.00 (instant)
mAP = 1.00 (stating)
mAP = 0.35 (that)
mAP = 0.74 (as)
mAP = 1.00 (ihave)
mAP = 1.00 (regularly)
mAP = 1.00 (drawn)
mAP = 0.87 (the)
mAP = 1.00 (monthly)
mAP = 0.67 (allowance)
mAP = 0.63 (of)
mAP = 0.61 (150)
mAP = 1.00 (pagodas)
mAP = 0.00 (for)
mAP = 0.04 (the)
mAP = 1.00 (honble)
mAP = 0.95 (companys)
mAP = 0.64 (nopalry)
mAP = 1.00 (without)
mAP = 0.86 (any)
mAP = 1.00 (muster)
mAP = 0.92 (and)
mAP = 0.79 (as)
mAP = 0.29 (i)
mAP = 0.92 (have)
mAP = 0.95 (not)
mAP = 0.43 (as)
mAP = 1.00 (yet)
mAP = 1.00 (given)
mAP = 0.29 (in)
mAP = 0.56 (any)
mAP = 1.00 (account)
mAP = 0.59 (of)
mAP = 0.86 (the)
mAP = 1.00 (appropriation)
mAP = 0.61 (of)
mAP = 0.85 (the)
mAP = 1.00 (32)
mAP = 1.00 (pagodas)
mAP = 0.81 (monthly)
mAP = 0.47 (for)
mAP = 1.00 (contingencies)
mAP = 0.28 (i)
mAP = 0.00 (am)
mAP = 0.83 (desired)
mAP = 0.73 (by)
mAP = 0.85 (the)
mAP = 1.00 (honble)
mAP = 0.90 (president)
mAP = 0.15 (in)
mAP = 0.22 (council)
mAP = 0.74 (to)
mAP = 0.58 (transmit)
mAP = 0.50 (my)
mAP = 0.66 (accounts)
mAP = 0.62 (of)
mAP = 0.84 (the)
mAP = 1.00 (expenditure)
mAP = 0.61 (of)
mAP = 0.87 (the)
mAP = 1.00 (sums)
mAP = 1.00 (drawn)
mAP = 0.50 (for)
mAP = 0.85 (the)
mAP = 1.00 (establishment)
mAP = 0.35 (from)
mAP = 0.41 (its)
mAP = 1.00 (commencement)
mAP = 0.56 (you)
mAP = 0.00 (3186)
mAP = 0.01 (fort)
mAP = 0.35 (st)
mAP = 0.00 (george)
mAP = 0.02 (december)
mAP = 0.00 (1791)
mAP = 0.58 (you)
mAP = 0.95 (will)
mAP = 0.89 (be)
mAP = 1.00 (pleased)
mAP = 0.47 (to)
mAP = 1.00 (inform)
mAP = 0.85 (the)
mAP = 1.00 (honble)
mAP = 0.97 (president)
mAP = 0.17 (in)
mAP = 0.46 (council)
mAP = 0.83 (that)
mAP = 0.00 (i)
